username,region,age,gender,haircolor,complexion,undertone,eyecolor,rating,review_time,quality_rating,value_rating,title,content,recieved_sample_points,puchase_again,recommend
Mdavis77,"New York, NY",18 to 24,,Dark Brown,Light,,Green,5 out of 5 stars.,a year ago  ,5,5,My new favorite lipstick,"I am absolutely in love with this lipstick! The formula is very liquid, it kind of reminds me of an ink. Once you apply this lipstick, you forget your wearing it, because the formula is comfortable, and non-drying. In addition the applicator is perfect for precise application! I was lucky enough to receive 3 shades compliementary of Influenster, but I will definitely buy more!",Yes,Yes,Yes
Mitchyvibes,"San Diego, CA",18 to 24,,Dark Brown,Medium,,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,My new favorite liquid lipstick!,"I’m so happy I came across this lipstick! The liquid is very rich in color and the applicator is shaped to glide perfectly on your lips. It felt as if I had nothing on my lips but the color stayed on during my 8 hour shift at work. The only thing I recommend is to add maybe a primer or chapstick before so your lips don’t feel so dry after a couple of hours. I recommend this for anyone who loves to wear lipsticks without that heavy feeling.
* I received this product complimentary for testing.",Yes,Yes,Yes
slayeramy,"Pembroke, NH",35 to 44,,Medium Brown,Light,,Hazel,5 out of 5 stars.,a year ago  ,5,5,Color me impressed,"As a high school admin, I don’t really have time to reapply my lipstick all day. This was great, only needed three reapplications (picture is four hours after I reapplied after a super oily lunch). Plus, if felt so good on the lips. I’m so glad that I was sent three to try out to review for free from Influenster. Really impressed! #freesample #contest #complimentary",Yes,Yes,Yes
Jenn240,,18 to 24,,Darkest Brown,Medium,,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Pretty good!,"These liquid lipsticks feel great going on and don’t dry out my lips too much as long as I have lip balm on underneath. The color payoff is high, one pump is enough and I love how opaque it is. It does transfer onto other things but not as bad after 30 minutes of it drying. Despite it transferring to my cups the color is still kind of there after a few hours. Looking forward to purchasing some of the other colors. I received this product for free in exchange for my honest opinion of them.",Yes,Yes,Yes
Mel H,"Boston, Massachusetts",35 to 44,,Dark Brown,Medium,,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,"Love, the New Rouge Signatures!!","I got three colors compliments of Influenster. The colors I received were ""I Rule (Mauve), I Create (Nude) and I Am Worth It (Red). The Rouge Signatures are meant to be lightweight with the staying power of a lip stain, but highly pigmented like a liquid lipstick. I was very impressed by the color I wore today - I Rule. The formula is super lightweight, and buildable. The smell is pleasant almost fruity. And the applicator makes applying a breeze. I even used the narrow tip of the applicator to lightly outline my lips prior to filling it in with the product. It's got pretty awesome staying power, my morning application lasted until about 3 p.m. It fades beautifully, unlike other Matte glosses, stains or liquid lipsticks that as they wear they flake or peel. This was not the case with the L'Oreal Rouge Signature. I barely felt like I had anything on my lips, but the color was so vibrant and gorgeous.",Yes,Yes,Yes
Adilcher,New York,25 to 34,,Medium Blonde,Fair,,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Great product!,"I received this from Influenster and man is it amazing! It’s easy to use, looks perfect on and stays on for a decent period of time! I highly recommend this and I will continue purchasing!",Yes,Yes,Yes
janiner,"Houston, TX",25 to 34,,Light Blonde,Fair,,Green,3 out of 5 stars.,a year ago  ,5,5,Perfectly acceptable,"What I love most about this is the applicator. It’s flat but pointed (like the shape of an arrow almost) so it makes it very easy to apply along the curves of my upper lip. This is something I usually struggle with so it was a nice surprise. The shades I received, particularly I Rule, isn’t as pink as it looks in the tube, and definitely not as pink as it looks on the website. It was almost vampy with my pale skin. It’s confortable to wear as its advertised, but I wish it dried a little faster. After 15 minutes I was still blotting quite a bit off.",Yes,,No
Breezybee,"New York, ny",25 to 34,,Light Brown,Fair,,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Easy to apply & lightweight,I’ve been using the “I Don’t” shade of red for nights out and it’s so pretty! These lipsticks are so lightweight and easy to apply. They do fade throughout the night / after eating so I make sure to carry in my handbag to reapply. It doesn’t dry out my lips or crack like other matte lipsticks. Would definitely buy more colors. I received this product complimentary for testing.,Yes,Yes,Yes
KimmyT,"Sacramento, CA",35 to 44,,Medium Brown,Light,,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Not drying like other matte!,"The texture is so smooth! I also really like the angled applicator, because it really takes the guesswork out of getting the look just right. I don't feel the same drying effect other matte liquid lips have, so I can definitely wear these more often than I wear my other brands. From swatch to wear, I can honestly say I'm in to try other shades from #RougeSignature #LOrealMakeup. Thank you for the #complimentary products, #Influenster!",Yes,Yes,Yes
LilbitT85,"Nashville, tn",25 to 34,,Medium Brown,Light,,Hazel,5 out of 5 stars.,a year ago  ,5,5,Great product,"Really like this lipstick,nice color and easy to use the applicator. And I like how it looks when its dry on my lips,not cake look.",Yes,Yes,Yes
Samkiel,"Bethlehem,PA",25 to 34,,Medium Brown,Light,,Hazel,5 out of 5 stars.,a year ago  ,5,5,Amazing !,These liquid lipsticks are so lightweight it’s incredible. It glides right on but provides really great color. I would definitely recommend this product. I am I lip junkie and these shades and product are amazing. I received this complimentary to test this product.,Yes,Yes,Yes
NicholeMarie,,25 to 34,,Medium Blonde,Fair,,Green,5 out of 5 stars.,a year ago  ,5,5,Create!,"Perfect for the classic nude lippie. Colors are very pigmented and long lasting. It does not dry out my skin, very good for a light makeup day wear alone or with full face.",Yes,Yes,Yes
Zkagz,"Philadelphia,PA",25 to 34,,Soft Black,Medium,,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Matte lip that doesn’t feel like it!,"I’m really surprised by these Rouge Signature Lip Colors! I love lip products on the whole but generally hate matte products because my lips tend to look really dry and wrinkly. These are one of the few matte lip products I actually enjoy. They have an interesting texture that feels a little watery, so no dryness or cracking! They also leave a vibrant stain behind after they wear so you never look like your lipstick came off from eating or drinking anything. I would definitely recommend this to people who want a matte look without the dryness, and also those who don’t want to have to touch up their lips throughout a regular day. I received these products complimentary from Influenster, but all opinions are my own.",Yes,Yes,Yes
Megaloser7,"Madison, al",25 to 34,,Dark Blonde,Fair,,Blue,3 out of 5 stars.,a year ago  ,5,5,Formula leaves something to be desired,"I got these for free to try out and review from Influenster, and while I love the applicator I really dislike this formula overall. It’s nice and lightweight which is wonderful, but it’s a lot more liquidy than I expected. I went in with the “I am worth it” red shade first and didn’t expect the texture so I accidentally overdrew a little bit and it stained outside my lip line on my bottom lip. This is definitely a product you’d need a liner with (and to take your time). I feel like this formula isn’t fully opaque either. The nude shade “I create” is a my lips but better shade, but I can still see my natural lip color through it. I much prefer the infallible pro matte lipsticks to these (although I do like this packaging a little more).",Yes,No,No
Janellej87,"Fort Loudon , PA",25 to 34,,Light Blonde,Light,,Green,5 out of 5 stars.,a year ago  ,5,5,Love everything about this!,"I love this liquid lipstick! It’s a game changer! I love how lightweight it feels on your lips. Not super heavy and clumpy feeling like a lot of liquid lipsticks. I love that it’s matte, but not super drying on your lips. The pointed applicator is perfect too! I received 3 of these complimentary for product review and tested and I couldn’t be more satisfied with them. Will definitely purchase more colors in the future!",Yes,Yes,Yes
karlarosasinf,TX,18 to 24,,Medium Brown,Medium,,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Love this formula!!,"I received three of these lipsticks complimentary from Influenster and I love them.
I love the matte finish, non-drying and lightweight formula it has and that leaves a stain after wearing it. It feels very comfortable on my lips. I'm really happy with them and I'm considering to buy other shades.",Yes,Yes,Yes
Lily2,"Phoenix, Arizona",18 to 24,,,,,,4 out of 5 stars.,a year ago  ,5,5,Love the colors!,"I received this product free in exchange for an honest review and I was surprised at how good quality it was! I will definetly be buying this again!! The colors stay on long, and I look cute!",Yes,Yes,Yes
Akruvalis99,"Westchester, IL",18 to 24,,Auburn,Fair,,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,My new favorite drug store lippie!,"I just love everything about this lipstick! I recently received this in a vox box from Influenster..The brush is perfect for lining your lips, the scent of the lipstick isn’t too strong but it still smells really good! The lipstick doesn’t get all clumpy and it keeps my lips nice and moisturized!! I definitely will be buying more of these and will definitely recommend these to my friends.",Yes,Yes,Yes
jenskins47,"Columbus, OH",25 to 34,,Dark Brown,Fair,,Blue,4 out of 5 stars.,a year ago  ,5,5,Love the color!,"Received this along with 2 other colors in an Influenster VoxBox. I am not a huge lipstick girl, but have a feeling this will be changing based on this lipstick. Absolutely love the color and the matte style. This stays on for a long period of time, which is a huge plus. Only con is that it is slightly more liquidy than expected, but overall great quality! Would definitely purchase again!",Yes,Yes,Yes
Virginia94,"Dayton, OH",18 to 24,,Dark Brown,Light,,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Awesome Product!,"Got this complimentary product through Influenster, great color and very wearable! I love it.",Yes,Yes,Yes
Lneil,"ST LOUIS, MO",35 to 44,,Light Blonde,Fair,,Hazel,5 out of 5 stars.,a year ago  ,5,5,A matte lipstick that isn't dry!,"I recieved this as a complimentary sample from influenster. I am always pretty sceptical about liquid lipsticks but I really loved how this one feels on the lips. Its creamy and when it dries down it feels really soft and comfortable. It is not long wearing or transfer proof, but it does stain the lips a little which makes it show up a little longer on the lips. I Create is probably the color I will wear the most. I am Worth It is probably my least favorite color I recieved. It's a pretty red, but too bright for me and it really stains the lips!",Yes,Yes,Yes
Dhoang,,18 to 24,,,,,,4 out of 5 stars.,a year ago  ,0,0,Great liquid lip!,"I received this through the Influenster campaign. It felt like water when applying it on the lips. It is extremely lightweight when applying and throughout the day, but is also opaque in color. I would recommend this to a friend. It is not completely long wearing but I’d rather it be comfortable than long wearing!",Yes,,Yes
Yspan,"Corona, CA",18 to 24,,Dark Brown,Fair,,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Lightweight!,"So I really like these lipsticks so far, they are very lightweight and pigmented. They don't last a long time but fade gracefully. They take a minute to dry down but once they do it hardly feels like you are wearing anything on your lips. I received these complimentary for a review but all opinions are my own.",Yes,Yes,Yes
Jenni4burnett,,25 to 34,,Dark Brown,Light,,Dark Brown,3 out of 5 stars.,a year ago  ,5,5,Great matte lipstick,I received this complimentary in exchange for an honest review. I tend to not really gravitate towards stains it this one is pretty nice. The colors I received aren't really my thing though.,Yes,,No
McKenn,Fort Polk,18 to 24,,Black,Light,,Blue,4 out of 5 stars.,a year ago  ,5,5,Light weight,"So happy to be able to try these Lippies that were in my Voxbox from Influenster! Very Matte, super light and so pigmented!",Yes,Yes,Yes
Haybug,GA,18 to 24,,Dark Brown,Medium,,Green,5 out of 5 stars.,a year ago  ,5,5,Great product!,"I absolutely love L’Oréal’s new Rouge Signature matte liquid lipstick! It is so lightweight and comfortable for all day wear. Very good product for the price point! I received this product complimentary from Influenster, but I will be purchasing more colors.",Yes,Yes,Yes
Lserrano,"Miami, FL",18 to 24,,Light Blonde,Light,,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Love,I received a few of these Lippies through influenster to try out and I’m honestly obsessed. They look and feel great. Definitely buying more colors,Yes,Yes,Yes
Kaykay1992,"Washougal, Wa",25 to 34,,Dark Blonde,Fair,,Green,5 out of 5 stars.,a year ago  ,5,5,Love these!,"I actually recieved these lipsticks complimentary for testing purposes. I have to say I am pleasantly surprised by the formula and love them! Extremely comfortable and lightweight on the lips, does not dry your lips out and applies so nicely, zero patchyness. They have good staying power and last throughout the day. I would say they are a little more of a satin finish rather than full out matte, but I actually like the satin finish better, looks more healthy and not dry looking like some matte lipsticks. My favorite shade is ""I Create"" perfect mauve shade!",Yes,Yes,Yes
Maggie17,San Antonio Tx,25 to 34,,Burgundy,Light,,Hazel,4 out of 5 stars.,a year ago  ,5,5,You Go L’Oréal!,I have 3 shades and absolutely love them ! The applicator is so practical and picks up they roughy amount of product ! I love the shade range and how light it felt on the lips - one thing to improve: i wish it didn’t bleed so easily . I wish a longer lasting lippie ! But I received mine complimentary from Influenster and couldn’t be happier !!,Yes,Yes,Yes
Shay19,"Marianna, Florida",18 to 24,,Medium Brown,Fair,,Green,5 out of 5 stars.,a year ago  ,5,5,Amazing liquid lip!,"I got sent this in the mail to try, and now the shade create is my everyday liquid lip! Totally Obsessed!",Yes,Yes,Yes
JayKayElle,"Rock hill, SC",,Female,Auburn,Light,,,5 out of 5 stars.,a year ago  ,5,5,Loved it!,I absolutely loved this product! My favorite was “I Create” it was beautiful with my skin tone and it was very smooth and went on easily. It lasted much longer than I expected and was a really nice matte. It was comfortable to wear throughout the day. I received this item complimentary for testing and now I have to go out and buy other colors!,Yes,Yes,Yes
kacallicu1,"Detroit, MI",25 to 34,,Medium Blonde,Light,,Green,5 out of 5 stars.,a year ago  ,5,5,One of the best lip sticks I've ever had!,"I received three shades of this lipstick complimentary from Influenster, and boy was I excited when that box came in my mailbox. I've tried so many lipsticks, lip stains, and lip glosses and just haven't liked how they felt on my lips. Some were quite sticky, others would flake off, some were even painful to apply (but I was told that was normal). I honestly didn't feel like I had anything on my lips, and throughout my ENTIRE day, the color never wore off. I'm talking cups of coffee for back-to-back meetings and the stuff was still there! I LOVE this stuff, and will definitely be purchasing more shades.",Yes,Yes,Yes
1017hotgirl,"San Diego, CA",18 to 24,,Dark Blonde,Medium,,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Literally my favorite,So I got this complimentary lipstick through influenster and literally so happy that I got it because it’s my new favorite. I haven’t worn lipstick in a while and this feels so light and it compliments my skin so well (I’m medium honey tan). It was the best thing ever !!,Yes,Yes,Yes
ALEDream,Staten Island New York,25 to 34,,Black,Fair,,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Feels like there’s nothing in my lips,I ordered this lip stain not to long ago and love the color . It’s so soft and light weight on my lips and compliments what I wear it’s smazing how a. Lip stain/lipstick can make you feel different and make you look fabolus!,Yes,Yes,Yes
ambrannet,Galax VA,25 to 34,,Darkest Brown,Medium,,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,In love,I absolutely love the way matte lipstick looks. But I absolutely hate the way it feel on my lips. It’s always heavy and hard to apply. The applicator on these is AMAZING! When you can apply red liquid lipstick with no touch up you know you’ve hit the jackpot. These are light but pigmented. You can apply 2 coats and it still feels light. My only con is the fragrance. It’s a bit like perfume.,Yes,Yes,Yes
Justina93,New Jersey,25 to 34,,Medium Blonde,Fair,,Blue,4 out of 5 stars.,a year ago  ,5,5,Super lightweight!,I got to try these via Influenster and omg they’re lightweight! Also the colors really pop once you put them on. They do smudge easy though.,Yes,Yes,Yes
Snowden,"Pomona, CA",25 to 34,,Dark Brown,Medium,,Light Brown,4 out of 5 stars.,a year ago  ,5,5,Beautiful colors,I recieved these L’Oréal Paris rogue signature matte lipsticks complimentary of Influenster and they are amazing. I love that application is easy and not messy the lipstick just glides on so nicely. The colors are beautiful and work great with my skin tone. I was able to wear it for most of the day without having to touch up and the lipstick feels moisturizing and lightweight. It also has a nice light scent that and doesn’t have a taste when I lick my lips so that’s a plus. Overall I think it’s a great product and would definitely recommend it to anyone who is thinking of trying it.,Yes,Yes,
Jes1984,Tampa fl,25 to 34,,Medium Blonde,Fair,,Green,5 out of 5 stars.,a year ago  ,5,5,I am in love with this product!,"So I’ll admit when I first opened up this lip color I was nervous because it seemed like a thin liquid. I swiped it over my lips and was immediately impressed. It is highly pigmented and smooth, easy to apply, long lasting and it even smells great! I received this product complimentary for testing but I will definitely be buying some of my own. L’Oréal outdid themselves on this one!",Yes,Yes,Yes
Mare09,Missouri,25 to 34,,Dark Brown,Medium,,Green,5 out of 5 stars.,a year ago  ,5,5,LOVE.,I received this through Influster - I try products & write a review! I am in love with this! I am not one to wear lipgloss or lip stick ever but I can’t keep this stuff down! It doesn’t make your looks like dry & blotchy it goes on smooth & last forever!,Yes,Yes,Yes
Jaclyn24,New York,25 to 34,,Light Blonde,Fair,,Blue,5 out of 5 stars.,a year ago  ,5,5,Perfect Liquid Lipstick!,"I own hundreds of lipsticks, and I tend to stay away from the matte ones because of my dry lips that tend to crack no matter what lipstick I wear. I received these lipsticks complementary to try and they are AMAZING. They are everything a matte liquid lipstick should be. Easy to apply, long lasting and comfortable to wear. I will definitely be purchasing any other colors they make!",Yes,Yes,Yes
Sam77,Tx,25 to 34,,Black,Medium,,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,These look really good on,"I got three colours from this line complimentary from influenster ,these aren’t a matte finish but they look really good on donot dry out the lips and the colours I got were lovely ,they do take a long time to dry though that’s the only con!",Yes,Yes,Yes
SarahBethM,,35 to 44,,Dark Blonde,Light,,Blue,5 out of 5 stars.,a year ago  ,5,5,Love the color!,"I received this and two other colors from Influenster. I really like the color a lot. It doesn't stay in place as long as a stain would but it also isn't as drying as I've found stains to be. I've also found that I can adjust the color a bit with just a dab of a gloss (also good if you want the color but a little bit of shine, too.) I would recommend using a lip pencil because it does feather a bit after a long day of use. The applicator is a big different from other products but is very easy to use.",Yes,Yes,Yes
Preetodorito,"Philadelphia, PA",18 to 24,,Darkest Brown,Medium,,Light Brown,4 out of 5 stars.,a year ago  ,5,5,I Rule,"I got the I rule, I’m worth it, and I create liquid lipsticks through influenster And absolutely Loved them! They’re bold and offer a fabulous look for any occasion. It did dry up my lips after an hour or so, but that happens a lot with lipsticks. Vaseline helped with that.",Yes,Yes,Yes
Jessy45,"Watertown, WI",18 to 24,,Medium Brown,Light,,Hazel,4 out of 5 stars.,a year ago  ,5,5,Easy Application!,"These liquid lipsticks have a really unique flat teardrop shaped applicator that makes applying a breeze. I think it's my favorite quality about these lips. The matte finish is a bit drying and settles into the lines in your lips pretty easily seeing as it is a true liquid and not moussey at all in texture, which is to be expected from this type of formula. This can be avoided by making sure your lips are thoroughly hydrated before application. The stunning colors took a couple of coats to build up, but turned out great after it dried down. I'm really hoping they offer up more shades in the future!",Yes,Yes,Yes
Simply Simpkins,"Fayetteville, NC",25 to 34,,Dark Brown,Light,,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,,"I received this lippie and love it! The brush is perfect for my lips...and helps the application go so much more smoother and a even spread. I love that this L’Oreal lip isn’t too sticky...it’s perfect and lightweight! I cannot wait to wear this lippie for date night!
I got these complimentary from Influenster!
#RougeSignature #LOrealMakeup #complimentary",No,Yes,Yes
Sav1,,25 to 34,,Copper,Fair,,Blue,4 out of 5 stars.,a year ago  ,5,5,Comfortable matte,"I was super excited to give these a try. I tested out the shades 426 I AM WORTH IT, 416 I CREATE, and 414 I RULE. I honestly loved all of them. They were very pigmented and surprisingly comfortable like they are described to be. The applicator picks up just enough product and is easy to use. Transfers slightly but overall would recommend these to anyone looking for an affordable non drying matte lipstick! I received these complimentary for testing",Yes,Yes,Yes
Kaitlinb,"Winder, Ga",25 to 34,,Medium Brown,Light,,Hazel,5 out of 5 stars.,a year ago  ,5,5,Fantastic product,"I was given this product complimentary in exchange for a review and I think I found my new favorite lipstick. The colors are fantastic, application is easy, it's long lasting, goes on smoothly and isn't drying. I love it",Yes,Yes,Yes
Scoots,,18 to 24,,Medium Brown,Fair,,Blue,5 out of 5 stars.,a year ago  ,5,5,Love it!,"I just received 3 samples of these from Influenster. I could not wait to try these out. I cannot say that they last all day, as the day isnt over yet. However, these go on smooth (I Love the unique applicator) and leave my lips feeling moisturized and smooth. They do seem to take a while to dry, but that doesnt bother me. Can't wait to wear these out!",Yes,Yes,Yes
Lele0406,"West Palm Beach, Florida",35 to 44,,Darkest Brown,Medium,,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,I’m hooked!,"I received 3 colors complimentary from Influenster and these are amazing! They feel like you have nothing on at all. Very comfortable and long lasting! I’ve only worn one color so far, I create, and it’s such a perfect nude for all, I have tan skin and it looks great even without a lip liner. I will for sure be buying more colors in this collection. This liquid lip is by far the prettiest most comfortable drug store affordable lippie I’ve ever worn.",Yes,Yes,Yes
Paityn,"Fort mill, C",18 to 24,,,Fair,Cool Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Love this. Original and long lasting,This lipstick is great for a bold look with the bright red and great for a subtle look with the light nude color. The brush makes application super easy and smooth and feels great on my lips. It goes on shiny and dries matte and creates long lasting look that’s beautiful. I would recommend this to anyone,Yes,Yes,Yes
Nprakash4,California,18 to 24,,Dark Brown,Medium,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Perfect lips,"I just received my VoxBox from Influenster for testing purposes. I received three rouge signature Matt colored ink in the shades I am worth it, create, and rule. All of these colors have Vibrant pigments to them and are long-lasting. They feel super soft on the lips and I love them. I love the brush that it comes with and the secure closure to them. The closure helps the product not dry out.",Yes,Yes,Yes
BalomiaF,"Carbondale , PA",25 to 34,,Medium Brown,Medium,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Great,Received this through Influenster as a complimentary it is a great product love the colors and how light it feels on my lips love it,Yes,Yes,Yes
Zaidexo_,"El Paso, TX",18 to 24,,Black,Medium,Neutral Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Extremely smooth !,"I received this from Influenster & this is an amazing product, the color payoff is treat & it feels smooth on the skin, recommend this product, definitely worth the price!",Yes,Yes,Yes
Laalaa,California,25 to 34,,Dark Brown,Medium,Cool Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Very beautiful,I recieved this product through voxbox and i must say that i am IMPRESSED i needed a cute red like color to add to my collection and this one was perfect! I will say that the consistency is that of slippery water though which was very different than any formula i have ever used before but the color was great after a few coats.,Yes,Yes,Yes
Lov3lylindsay,North carolina,18 to 24,,Auburn,Fair,Neutral Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Feels amazing,It’s not drying. The color payoff is wonderful. I would recommend to anyone.,Yes,Yes,Yes
Jltats,"Lynchburg, va",25 to 34,,Medium Blonde,Fair,Warm Undertone,Green,4 out of 5 stars.,a year ago  ,5,5,Pleasantly Surprised,"I rated this four mostly because I think it’s rare to find any product that can’t be improved in some way—but I will say I was pleasantly surprised. This lipstick goes on like butter. You almost think it is a gloss but then it dries matte. I usually avoid matte lipsticks because my lips have a tendency to be dry but the way this applies so glossy to begin with really helps prevent the dry-ness I usually battle. Also when it starts to wear off it turns almost into a stain. So it’s like you are getting three functions in one product a quick glossy look, a matte and finally a stain. One thing I would probably change is the applicator. They tried to be innovative with the shape and angle and it’s not terrible but it feels flimsey. I tend to have my lipsticks for a long time so I hope it stands the rest of time but we will see!",Yes,Yes,Yes
Mary1232,"White bear lake, mn",25 to 34,,Medium Brown,Medium,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Awesome,"Very creamy lippies, good consistency, awesome colors, good applicators.",Yes,Yes,Yes
Vdub,Colorado,18 to 24,,Bleach Blonde,Light,Neutral Undertone,Blue,4 out of 5 stars.,a year ago  ,5,5,Great pigment!,"These lipsticks have amazing pigment! As well as long lasting wear and three colors to go with any look. One con is the smell off the product, it almost smells like a strong paint scent.",Yes,Yes,Yes
Steph9090,"Lansing, Mi",25 to 34,,Medium Blonde,Light,Neutral Undertone,Blue,4 out of 5 stars.,a year ago  ,5,5,Good colors,"The bent doe foot applicator is a little strange, and I wish the product went matte, but the color payout is great and they smell nice.",Yes,Yes,Yes
brendaturcios,Ranson West Virginia,17 or under,,Bleach Blonde,Medium,Warm Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,Great,I receive this lipstick two days ago with the Influenster box and let me just tell you this lipstick is so good. I like how stays on all day and my lips don’t get dry.. i really love it and I will be buying all the shades,Yes,Yes,Yes
Rlynnm21,Marysville Washington,25 to 34,,Dark Blonde,Light,Warm Undertone,Green,5 out of 5 stars.,a year ago  ,5,5,Blown away,"I received three of the Loreal lippies courtesy of Influenster. Im typically not a matte girl, but these are super soft, non drying, and beautiful colors. Ive never had a lippie like these. Ill definitely be buying more...",Yes,Yes,Yes
Lena86,West Virginia (not west of Virginia),25 to 34,,Dark Blonde,Light,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,,"It was very light weight. Not sticky or stiff feeling. The pigment is just perfect. If it didn’t leave a slight red tint to my lips after removing, I would give it five stars!",No,Yes,Yes
The Honest Reviewer,,18 to 24,,Soft Black,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Perfect if you want a Light lipstick,So I don’t know what I was expecting but I was surprised by what I found. Lately products have come out with lip tints and lip stains for those that want that slightly red look with out the actual lipstick. So because of that the light lipstick was created. I’m not used to light lipstick so I need 3 whole coats to completely cover my lips. However if you are the type of person that loves this idea this is the PERFECT lipstick for you.,Yes,,Yes
FurMom,NE,25 to 34,,Dark Brown,Light,Neutral Undertone,Green,4 out of 5 stars.,a year ago  ,5,5,So far so good. I am cautiously optimistic,super excited to have received these lipsticks. I can't wait to see how they last but initial application is smooth and reminiscent of the YSL stain lipsticks. fingers crossed they end up performing similarly because YSL is crazy expensive. I received this product complimentary for review purposes.,Yes,Yes,Yes
Guestlistblog,"Weehawken, NJ",35 to 44,,Black,Deep,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Wonderfully Lightweight,"Everything about the Rouge Signature Lasting Matte Liquid Lipstick is true. This range of lip colors are wonderfully lightweight to the point where you hardly notice it. The color payoff is wonderful even with only one coat. Your lips will not look or feel dry. While there is a bit of color transfer, it's not enough where you have to reapply. I received the colors complimentary from influenster so I didn't select them and 2 out of three I would not select but they are good for layering.",Yes,Yes,Yes
magooz,seattle wa,,Female,Medium Blonde,,Cool Undertone,Green,5 out of 5 stars.,a year ago  ,5,5,Amazing color payoff,I was lucky enough to receive these for complementary testing and they have such an amazing color payoff! so much pigment in just one swip!,Yes,Yes,Yes
xheavensentx313,"St. Clair Shores, MI",25 to 34,Female,Dark Blonde,Light,Warm Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Great Product!,I became aware of this product through a site called Influenster! I received 3 different shades to try for free that would best fit my skin tone! I had 2 that were a more natural shade and then I had the I am worth it shade! To my surprise I loved it! It didn’t look too bold or too much! It was a great color! This product goes on smooth and lasts a long time! The brush is perfect to touch every part of your lips! This product is so comfortable to wear it doesn’t even feel like I have anything on! I would definitely recommend this to all my friends and family to try!,Yes,Yes,Yes
Erica127,Ca,18 to 24,Female,Black,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Great Lipstick,"The applicator is a pointed tear drop shape that makes it easier to get the inner corners. The lipstick itself is very lightweight and takes a couple of minutes to completely dry. When you had a long day, you still have some color on your lips.",Yes,Yes,Yes
Ayeshawithak,,25 to 34,Female,,,,,4 out of 5 stars.,a year ago  ,5,5,Pros and cons,"I got these lipsticks in 3 different shades. The pros are that the colors are gorgeous and vibrant and looked amazing with my skin. The cons were that the lipstick has a very off putting taste when first applied (it goes away pretty quickly, it’s jist unexpected) and the color didn’t stay on as long as I would have liked it to.",Yes,No,No
Katiedrew05,South Dakota,25 to 34,Female,Medium Blonde,Fair,Warm Undertone,Green,5 out of 5 stars.,a year ago  ,5,5,Unique feel,"I received this product for free as part of Influensters VoxBox. First of all, the size of the product is great, as in I'm sure it's be worth the cost! The applicator is unque and is a angled velvet tear drop shape. The point of the tear drop is perfect for the corners and arch of the lip, while the base is great for even application. The product feels much more liquid than expected, but has strong pigment that sticks with a very light application. It drys matte and smooth and doesn't feel wet or sticky at all. It also doesn't dry out my lips like most other matte lip products I've used. I did use a layer of chap stick first, which I always do before applying lip color. This color is specifically great as a nude for my fair skin tone. It dries a little differently than appears in the bottle, and is a perfect nude with light pink undertone.",Yes,Yes,
Catlady2124,Indiana,18 to 24,Female,Medium Brown,Light,Neutral Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Makes your lips feel like you have nothing on them,I recieved this in my voxbox and couldn't wait to try it! Well i did try it and wow this product is amazing! It goes on so thin but has such good color! When you have it on if feels like you dont have anything on your lips and doesn't even leave anything on your cup! I love this product and will definitely be usuing it often! #RougeSignature #LOrealMakeup #complimentary #contest @Influenster @LOrealMakeup,Yes,Yes,Yes
